Informazioni cronologiche,Sesso,Quanti anni compi nell'anno corrente 2025?,Qual è l'ultimo titolo di studi che hai conseguito?,Hai mai frequentato un corso universitario o accademico che trattava anche solo in parte di storia medievale?,Regione,Provincia (sigla),Con quali modalità ti informi sul medioevo?,Qual è la tua opinione generale sul medioevo? [Medioevo],Indica la data o il secolo in cui secondo te inizia il medioevo,Perché? Inizio,Indica la data o il secolo in cui secondo te finisce il medioevo,Perché?  Fine, [Feudalesimo],[Superstizione],[Germanico],[Eroico],[Comunale],[Sperimentazione],[Cristiano],[Oscurantismo],[Rinascita],[Decadenza],Quali di questi termini associ più fortemente con la tua idea di medioevo? (Max 5 risposte),[Federico II di Svevia],[Teodorico],[Lorenzo il Magnifico],[Costantino],[Petrarca],[Dante],[Enrico VIII Tudor],[Francesco Hayez],[Leonardo da Vinci],[Martin Lutero],[Giustiniano],[Giotto],[San Francesco],[Sant’Agostino d’Ippona],[Giovanna d’Arco],[Matilde di Canossa],[Carlo Magno],[Riccardo Cuor di Leone],[San Tommaso d’Aquino],[Beato Angelico],Se volessi aggiungere un tuo commento facoltativo su cosa pensi sia il medioevo
03/11/2025 21.52.02,Donna,20-29,Diploma di istruzione tecnica,No,Lombardia,MI,Non mi informo,Parzialmente positiva,476?,,1492,Per la scoperta dell’America?,4,5,2,2,4,1,4,5,1,4,"Crociate, Arabi, Caccia alle streghe, Invasioni Barbariche, Stato pontificio","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
10/11/2025 11.01.48,Donna,30-39,Laurea magistrale,No,Lombardia,MB,Non mi informo,Parzialmente negativa,400,,1500,,5,5,3,3,3,3,5,5,2,5,"Crociate, Peste, Caccia alle streghe",Non conosco il personaggio,"No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non mi piace come periodo storico
10/11/2025 11.18.49,Donna,40-49,Diploma di istruzione professionale,No,Lombardia,MB,Libri,Parzialmente negativa,500 dopo cristo,,1492,,2,3,2,3,1,2,2,2,2,2,Scoperta dell’America,Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale",Non conosco il personaggio,"No, non è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,
10/11/2025 11.26.33,Uomo,40-49,Laurea magistrale,No,Lombardia,MI,Non mi informo,Parzialmente positiva,500dc,,1600dc,risorgimento,5,4,1,4,5,1,5,3,2,3,"Stato pontificio, Caccia alle streghe, Crociate",Non conosco il personaggio,"No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale",
10/11/2025 11.49.19,Uomo,60-69,Diploma di istruzione tecnica,No,Lombardia,Monza e Brianza ,Libri,Parzialmente negativa,470 d.c.,Dopo caduta impero romano,1492,Conquista dell'America da parte di Colombo,3,1,2,3,2,2,2,2,2,2,"Peste, Crociate, Vassalli","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,È stato un periodo fondamentale di cambiamento sia politicamente che culturalmente anche se con risvolti drammatici
10/11/2025 12.00.46,Donna,40-49,Laurea triennale,No,Lombardia,MB,Non mi informo,Parzialmente negativa,400,Ho una vaga idea più o meno ,Dopo il 1400,Mi ricordo che coincide oppure ha a che fare con l scoperta di Cristoforo Colombo ,3,3,2,2,1,1,3,2,1,1,Scoperta dell’America,Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Un periodo barbarico
10/11/2025 12.17.21,Donna,30-39,Laurea triennale,No,Lombardia,MI,Non mi informo,Neutrale,1200,Così mi pare di ricordare dagli studi ,Fine 1200,Inizia il Rinascimenti,3,3,1,3,3,2,4,3,1,2,"Vassalli, Peste, Crociate",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Un secolo necessario prima di un periodo fiorente 
10/11/2025 17.52.18,Donna,40-49,Diploma di istruzione tecnica,No,Lombardia,Monza Brianza ,Non mi informo,Neutrale,450 d.c.,La caduta impero romano,1492,Scoperta america,5,5,2,5,1,1,4,1,1,5,"Peste, Invasioni Barbariche, Vassalli, Crociate, Caccia alle streghe","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale",Affascinante 
10/11/2025 21.18.51,Donna,50-59,Diploma di istruzione tecnica,No,Lombardia,MB,Libri,Parzialmente negativa,400 circa,Caduta impero romano,1492,Termina con Cristoforo Colombo,4,4,2,2,2,3,1,4,2,2,"Vassalli, Caccia alle streghe, Peste, Crociate, Scoperta dell’America",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,Non conosco il personaggio,Un periodo di transizione
11/11/2025 5.48.38,Donna,40-49,Laurea magistrale,No,Lombardia,Mb,Non mi informo,Parzialmente negativa,0,Non saprei,1500,Inizia il rinascimento,5,5,5,2,2,1,5,4,2,4,"Ungari, Normanni, Crociate, Invasioni Barbariche, Vassalli",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",
11/11/2025 9.49.42,Uomo,50-59,Diploma di istruzione tecnica,No,Lombardia,MB,"Libri, Internet",Neutrale,Dodicesimo ,Non ricordo,Quindicesimo,"Se non erro, inizia l'illuminismo",5,5,4,4,3,3,4,4,1,1,"Scoperta dell’America, Crociate, Vassalli, Invasioni Barbariche, Caccia alle streghe",Non conosco il personaggio,Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale",Non conosco il personaggio,"No, non è medievale",Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,
11/11/2025 12.58.24,Donna,40-49,Diploma di istruzione tecnica,No,Lombardia,MB,Non mi informo,Neutrale,Nel 400,Fine impero romano,1492,Scoperta dell America,4,5,3,3,2,3,4,5,1,2,"Caccia alle streghe, Invasioni Barbariche, Vassalli, Normanni, Crociate","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,
11/11/2025 13.05.57,Donna,30-39,Laurea magistrale,No,Lombardia,Mb,Non mi informo,Neutrale,800,,900,,3,2,2,4,1,2,4,1,3,3,"Vassalli, Caccia alle streghe, Ungari, Arabi, Peste","No, non è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
11/11/2025 13.34.54,Uomo,20-29,Diploma di istruzione liceale,No,Lombardia,MI,Libri,Parzialmente negativa,476 d.C.,,1492,,4,5,5,4,5,2,5,4,2,5,"Crociate, Caccia alle streghe, Peste, Invasioni Barbariche, Vassalli","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale",
11/11/2025 21.03.07,Donna,40-49,Diploma di istruzione liceale,No,Lombardia,MB,"Libri, Internet ",Neutrale,476,Caduta impero romano,1492,Scoperta america,4,4,3,4,2,3,5,3,3,3,"Crociate, Stato pontificio, Invasioni Barbariche",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,Periodo importante per la formazione dell Europa 
11/11/2025 21.03.43,Uomo,40-49,Diploma di istruzione liceale,No,Lombardia,MB,"Libri, Videogiochi, Giochi di ruolo, Internet",Parzialmente positiva,476 dc,Cade l’impero romano d’occidente,1492,Scoperta dell’America,4,4,3,4,4,1,5,5,1,3,"Stato pontificio, Peste, Crociate, Scoperta dell’America, Caccia alle streghe","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Un periodo storico le cui  credenze oscure hanno posto le basi per il Rinascimento 
14/11/2025 14.27.37,Uomo,20-29,Laurea triennale,No,Lombardia,Co,"Libri, Videogiochi, Serie TV",Parzialmente positiva,476,Caduta impero romano,1492,Scoperta dell’america,4,2,5,3,1,2,5,2,1,1,"Crociate, Vassalli, Stato pontificio, Peste","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Epoca mal rappresentata e poco veritiera in film e serie tv 
14/11/2025 15.55.50,Donna,40-49,Laurea triennale,No,Lombardia,MB,"Libri, Serie TV",Neutrale,V secolo d.C.,Inizia con la caduta dell'impero romano,1492,Con la scoperta dell' America ,3,2,2,2,2,1,3,3,1,2,"Vassalli, Peste, Invasioni Barbariche, Crociate, Scoperta dell’America","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Un periodo di transizione tra l'età antica e moderna 
15/11/2025 6.35.56,Uomo,40-49,Laurea triennale,No,Lombardia,Mb,"Libri, Videogiochi, Serie TV",Assolutamente negativa,1000,,1700,,5,5,2,5,1,4,4,5,2,5,"Peste, Caccia alle streghe, Stato pontificio, Crociate, Invasioni Barbariche","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",
07/01/2026 16.51.58,Uomo,60-69,Laurea magistrale,Sì,Lombardia,MI,Libri,Neutrale,476 d.C.,Secondo la vulgata inizierebbe con la caduta dell'Impero romano d'Occidente,1492,Secondo la vulgata finirebbe con la scoperta delle Americhe da parte di Cristoforo Colombo,5,5,4,3,5,2,5,4,2,2,"Crociate, Aratro, Peste, Vassalli, Arabi","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Un'età di trapasso con ombre e luci, impossibile da definire univocamente."
07/01/2026 17.32.18,Uomo,60-69,Laurea magistrale,No,Lombardia,MI,Serie TV,Parzialmente positiva,476 d.c.,caduta dell'impero romano,1492,scoperta dell'America,4,3,3,3,5,3,5,3,4,3,"Aratro, Vassalli, Invasioni Barbariche, Caccia alle streghe, Invenzione della stampa","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Un periodo troppo ampio per dare una definizione unica. Molte luci (come l'età comunale) e altrettante ombre (superstizione e caccia alle streghe), come in tutte le epoche."
07/01/2026 21.37.01,Donna,30-39,Laurea magistrale,No,Lombardia,MI,Non mi informo,Neutrale,Circa 500,"Caduta dell’Impero Romano
",1492,Scoperta dell’America,4,5,4,4,4,4,5,5,1,2,"Peste, Invenzione della stampa, Caccia alle streghe, Crociate, Vassalli","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
08/01/2026 0.40.05,Donna,50-59,Diploma di istruzione professionale,No,Lombardia,MI,Podcast,Parzialmente negativa,400 d.c.,Caduta impero romano,1492 d.c.,Scoperta America ,5,5,3,3,3,1,4,4,2,4,"Caccia alle streghe, Vassalli, Crociate, Scoperta dell’America, Stato pontificio","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",
10/01/2026 11.01.14,Uomo,60-69,Diploma di istruzione professionale,Sì,Lombardia,MI,"Libri, Podcast",Neutrale,476 d.C.,Caduta dell'Impero Romano d'Occidente,1492,Scoperta dell'America,5,5,5,3,5,1,5,3,2,4,"Repubbliche Marinare, Normanni, Crociate, Vassalli","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",
